year,overall_rating,player_name,z
2013,77.33333333333333,Alex Sandro,1.3748887489353103
2014,78.88888888888889,Alex Sandro,1.5865426138046208
2015,81.42857142857143,Alex Sandro,1.9320999442034954
2016,82.0,Alex Sandro,2.0098503435432415
2016,74.6,Marco Natanel Torsiglieri,1.0029826720935222
2014,75.36363636363636,Dorlan Pabon,1.106885478483911
2015,75.45454545454545,Dorlan Pabon,1.1192548601970531
2016,75.0,Dorlan Pabon,1.0574079516313457
2012,76.5,Luciano Narsingh,1.2615027498981806
2013,76.66666666666667,Luciano Narsingh,1.2841799497056072
2014,75.0,Luciano Narsingh,1.0574079516313457
2015,76.5,Luciano Narsingh,1.2615027498981806
2016,75.0,Luciano Narsingh,1.0574079516313457
2016,76.0,Douglao,1.1934711504759021
2015,74.58333333333333,Francis Coquelin,1.0007149521127798
2016,79.0,Francis Coquelin,1.601660747009572
2011,75.0,Kyle Walker,1.0574079516313457
2012,78.0,Kyle Walker,1.4655975481650154
2013,78.44444444444444,Kyle Walker,1.526070080984818
2014,77.5,Kyle Walker,1.3975659487427372
2015,78.2,Kyle Walker,1.492810187933927
2016,79.0,Kyle Walker,1.601660747009572
2015,76.5,Xabier Etxeita,1.2615027498981806
2015,75.25,Yannick Bolasie,1.0914237513424847
2016,77.0,Yannick Bolasie,1.3295343493204588
2015,75.0,Jack Colback,1.0574079516313457
2007,77.5,Sidney Govou,1.3975659487427372
2008,83.0,Sidney Govou,2.1459135423877984
2009,81.5,Sidney Govou,1.9418187441209633
2010,80.0,Sidney Govou,1.7377239458541285
2011,77.0,Sidney Govou,1.3295343493204588
2016,75.0,Ryan Mason,1.0574079516313457
2012,76.5,Toby Alderweireld,1.2615027498981806
2013,77.42857142857143,Toby Alderweireld,1.387847148825269
2014,78.0,Toby Alderweireld,1.4655975481650154
2015,79.75,Toby Alderweireld,1.7037081461429895
2016,81.75,Toby Alderweireld,1.9758345438321026
2014,75.0,Cedric Soares,1.0574079516313457
2015,77.0,Cedric Soares,1.3295343493204588
2016,77.0,Cedric Soares,1.3295343493204588
2012,77.5,Tom Cleverley,1.3975659487427372
2013,76.66666666666667,Tom Cleverley,1.2841799497056072
2015,76.0,Tom Cleverley,1.1934711504759021
2016,77.0,Tom Cleverley,1.3295343493204588
2015,74.85714285714286,Jaume Costa,1.0379703517964096
2016,77.25,Jaume Costa,1.363550149031598
2014,77.33333333333333,Daley Blind,1.3748887489353103
2015,79.66666666666667,Daley Blind,1.692369546239277
2016,78.625,Daley Blind,1.5506370474428632
2015,76.0,Iago Falque,1.1934711504759021
2016,78.42857142857143,Iago Falque,1.5239103476698257
2014,76.7,Marcos Rojo,1.2887153896670922
2015,81.0,Marcos Rojo,1.8737871446986851
2016,80.0,Marcos Rojo,1.7377239458541285
2015,74.75,Youssef El Arabi,1.0233921519202065
2016,75.0,Youssef El Arabi,1.0574079516313457
2012,75.5,Stephan El Shaarawy,1.125439551053624
2013,81.81818181818181,Stephan El Shaarawy,1.985111580116958
2014,80.3,Stephan El Shaarawy,1.778542905507495
2015,78.75,Stephan El Shaarawy,1.5676449472984328
2016,78.6,Stephan El Shaarawy,1.5472354674717486
2011,75.5,Ciaran Clark,1.125439551053624
2015,75.25,Ciaran Clark,1.0914237513424847
2016,76.0,Ciaran Clark,1.1934711504759021
2011,75.0,Emmanuel Riviere,1.0574079516313457
2012,75.0,Emmanuel Riviere,1.0574079516313457
2015,77.2,Joshua Guilavogui,1.3567469890893704
2016,78.8,Joshua Guilavogui,1.5744481072406602
2013,77.16666666666667,Jose Canas,1.3522115491278857
2014,76.33333333333333,Jose Canas,1.2388255500907537
2015,76.33333333333333,Jose Canas,1.2388255500907537
2016,77.0,Jose Canas,1.3295343493204588
2012,75.0,Ciro Immobile,1.0574079516313457
2013,75.125,Ciro Immobile,1.0744158514869153
2014,79.64285714285714,Ciro Immobile,1.6891299462667864
2015,79.33333333333333,Ciro Immobile,1.6470151466244236
2016,79.0,Ciro Immobile,1.601660747009572
2013,75.0,Konstantinos Manolas,1.0574079516313457
2014,76.2,Konstantinos Manolas,1.220683790244814
2015,81.0,Konstantinos Manolas,1.8737871446986851
2016,83.0,Konstantinos Manolas,2.1459135423877984
2010,75.0,Vladimir Weiss,1.0574079516313457
2012,77.0,Vladimir Weiss,1.3295343493204588
2013,77.125,Vladimir Weiss,1.3465422491760284
2014,79.0,Vladimir Weiss,1.601660747009572
2016,75.5,Pele,1.125439551053624
2012,77.5,Ivan Perisic,1.3975659487427372
2013,77.0,Ivan Perisic,1.3295343493204588
2014,77.8,Ivan Perisic,1.4383849083961038
2015,81.0,Ivan Perisic,1.8737871446986851
2016,81.11111111111111,Ivan Perisic,1.8889052779036364
2014,75.5,Josue,1.125439551053624
2015,75.54545454545455,Josue,1.131624241910195
2010,76.0,Julio Cesar,1.1934711504759021
2012,75.5,Didac Vila,1.125439551053624
2012,75.0,Ezequiel Munoz,1.0574079516313457
2010,75.0,Nicolas Gaitan,1.0574079516313457
2011,79.0,Nicolas Gaitan,1.601660747009572
2012,83.0,Nicolas Gaitan,2.1459135423877984
2013,81.0,Nicolas Gaitan,1.8737871446986851
2014,81.6,Nicolas Gaitan,1.9554250640054183
2015,82.83333333333333,Nicolas Gaitan,2.1232363425803715
2016,83.0,Nicolas Gaitan,2.1459135423877984
2015,75.83333333333333,Miguel Rosa,1.1707939506684755
2016,75.5,Miguel Rosa,1.125439551053624
2011,75.5,Andre Santos,1.125439551053624
2013,75.75,Neto,1.1594553507647631
2014,75.0,Neto,1.0574079516313457
2015,76.0,Neto,1.1934711504759021
2016,76.0,Neto,1.1934711504759021
2015,75.0,Ruben Fernandes,1.0574079516313457
2015,78.84615384615384,Andre Andre,1.5807279471873317
2016,80.0,Andre Andre,1.7377239458541285
2012,75.0,Gokhan Tore,1.0574079516313457
2013,75.0,Gokhan Tore,1.0574079516313457
2014,78.11111111111111,Gokhan Tore,1.4807156813699665
2015,80.1,Gokhan Tore,1.7513302657385834
2016,79.25,Gokhan Tore,1.635676546720711
2011,79.0,Ander Herrera,1.601660747009572
2012,76.5,Ander Herrera,1.2615027498981806
2013,77.5,Ander Herrera,1.3975659487427372
2014,79.0,Ander Herrera,1.601660747009572
2015,80.6,Ander Herrera,1.8193618651608616
2016,81.0,Ander Herrera,1.8737871446986851
2007,76.0,James Rodriguez,1.1934711504759021
2010,76.0,James Rodriguez,1.1934711504759021
2011,78.0,James Rodriguez,1.4655975481650154
2012,82.5,James Rodriguez,2.07788194296552
2013,82.16666666666667,James Rodriguez,2.0325275433506684
2014,85.5,James Rodriguez,2.4860715394991897
2015,86.66666666666667,James Rodriguez,2.644811938151173
2016,87.0,James Rodriguez,2.6901663377660245
2015,75.75,Sebastien Corchia,1.1594553507647631
2010,76.5,Chris Smalling,1.2615027498981806
2011,77.0,Chris Smalling,1.3295343493204588
2012,78.0,Chris Smalling,1.4655975481650154
2013,78.0,Chris Smalling,1.4655975481650154
2014,76.4,Chris Smalling,1.2478964300137256
2015,78.9090909090909,Chris Smalling,1.58929136529643
2016,82.5,Chris Smalling,2.07788194296552
2014,75.2,Wahbi Khazri,1.0846205914002574
2015,77.66666666666667,Wahbi Khazri,1.4202431485501639
2016,78.66666666666667,Wahbi Khazri,1.5563063473947205
2016,75.0,Andros Townsend,1.0574079516313457
2013,75.2,Lucas Nahuel Castro,1.0846205914002574
2016,75.0,Lucas Nahuel Castro,1.0574079516313457
2013,74.8,Maxime Lestienne,1.0301953118624338
2014,75.75,Maxime Lestienne,1.1594553507647631
2015,76.33333333333333,Maxime Lestienne,1.2388255500907537
2016,76.0,Maxime Lestienne,1.1934711504759021
2015,77.0,Simone Zaza,1.3295343493204588
2016,78.6,Simone Zaza,1.5472354674717486
2013,74.8,Carlos Bacca,1.0301953118624338
2014,78.66666666666667,Carlos Bacca,1.5563063473947205
2015,81.66666666666667,Carlos Bacca,1.9644959439283902
2016,82.0,Carlos Bacca,2.0098503435432415
2013,75.44444444444444,Victor Wanyama,1.1178804844511483
2014,75.5,Victor Wanyama,1.125439551053624
2015,76.25,Victor Wanyama,1.2274869501870413
2016,75.0,Pascal Gross,1.0574079516313457
2012,75.5,Abdelaziz Barrada,1.125439551053624
2015,74.66666666666667,Abdelaziz Barrada,1.0120535520164942
2014,75.66666666666667,Anthony Lopes,1.1481167508610506
2015,80.5,Anthony Lopes,1.805755545276407
2016,81.5,Anthony Lopes,1.9418187441209633
2013,76.0,Sebastian Jung,1.1934711504759021
2014,76.33333333333333,Sebastian Jung,1.2388255500907537
2015,76.33333333333333,Sebastian Jung,1.2388255500907537
2016,76.0,Sebastian Jung,1.1934711504759021
2016,75.0,Kevin Vogt,1.0574079516313457
2011,76.0,Emanuele Giaccherini,1.1934711504759021
2012,78.0,Emanuele Giaccherini,1.4655975481650154
2013,77.44444444444444,Emanuele Giaccherini,1.3900068821402616
2014,78.0,Emanuele Giaccherini,1.4655975481650154
2015,76.33333333333333,Emanuele Giaccherini,1.2388255500907537
2016,76.375,Emanuele Giaccherini,1.244494850042611
2016,75.0,Nicolai Joergensen,1.0574079516313457
2016,75.0,Ruben Botta,1.0574079516313457
2014,78.18181818181819,Alexandre Lacazette,1.490336311591299
2015,82.5,Alexandre Lacazette,2.07788194296552
2016,83.0,Alexandre Lacazette,2.1459135423877984
2012,77.0,Kevin de Bruyne,1.3295343493204588
2013,78.84615384615384,Kevin de Bruyne,1.5807279471873317
2014,81.33333333333333,Kevin de Bruyne,1.9191415443135367
2015,84.11111111111111,Kevin de Bruyne,2.297094874437306
2016,86.0,Kevin de Bruyne,2.554103138921468
2016,75.0,Alejandro Bedoya,1.0574079516313457
2011,77.5,Wojciech Szczesny,1.3975659487427372
2012,80.0,Wojciech Szczesny,1.7377239458541285
2013,79.85714285714286,Wojciech Szczesny,1.7182863460191924
2014,80.0,Wojciech Szczesny,1.7377239458541285
2015,78.66666666666667,Wojciech Szczesny,1.5563063473947205
2016,78.0,Wojciech Szczesny,1.4655975481650154
2014,76.0909090909091,Adrian,1.2058405321890442
2015,77.66666666666667,Adrian,1.4202431485501639
2016,78.0,Adrian,1.4655975481650154
2015,76.4,Martin Braithwaite,1.2478964300137256
2016,77.75,Martin Braithwaite,1.4315817484538762
2012,77.5,Thibaut Courtois,1.3975659487427372
2013,82.88888888888889,Thibaut Courtois,2.130795409182847
2014,85.0,Thibaut Courtois,2.4180399400769113
2015,86.0,Thibaut Courtois,2.554103138921468
2016,76.0,Eneko Boveda,1.1934711504759021
2007,75.0,Facundo Bertoglio,1.0574079516313457
2012,75.0,Facundo Bertoglio,1.0574079516313457
2014,76.0,Nosa Emanuel Igiebor,1.1934711504759021
2007,77.0,Keirrison,1.3295343493204588
2008,77.0,Keirrison,1.3295343493204588
2009,79.0,Keirrison,1.601660747009572
2010,75.0,Keirrison,1.0574079516313457
2016,75.0,Rene Krhin,1.0574079516313457
2015,76.6,Haris Seferovic,1.2751090697826355
2016,76.0,Haris Seferovic,1.1934711504759021
2012,76.0,Joel Matip,1.1934711504759021
2013,76.5,Joel Matip,1.2615027498981806
2014,77.0,Joel Matip,1.3295343493204588
2015,78.66666666666667,Joel Matip,1.5563063473947205
2016,81.0,Joel Matip,1.8737871446986851
2007,75.0,Fernandinho,1.0574079516313457
2013,75.5,Fernandinho,1.125439551053624
2014,76.0,Fernandinho,1.1934711504759021
2012,76.0,Kleber Pinheiro,1.1934711504759021
2007,75.0,Felipe,1.0574079516313457
2009,76.5,Felipe,1.2615027498981806
2010,77.0,Felipe,1.3295343493204588
2011,77.5,Felipe,1.3975659487427372
2012,78.0,Felipe,1.4655975481650154
2013,77.0,Felipe,1.3295343493204588
2014,77.0,Felipe,1.3295343493204588
2010,75.0,Elias,1.0574079516313457
2011,77.0,Elias,1.3295343493204588
2012,78.0,Elias,1.4655975481650154
2013,77.33333333333333,Elias,1.3748887489353103
2014,77.4,Elias,1.3839596288582823
2007,75.0,Lulinha,1.0574079516313457
2011,75.0,Rafael,1.0574079516313457
2012,76.0,Rafael,1.1934711504759021
2013,76.6,Rafael,1.2751090697826355
2015,74.8,Rafael,1.0301953118624338
2011,75.5,Andre,1.125439551053624
2012,75.0,Andre,1.0574079516313457
2013,75.0,Andre,1.0574079516313457
2015,75.0,Joselu,1.0574079516313457
2016,75.0,Joselu,1.0574079516313457
2016,75.0,Javier Aquino,1.0574079516313457
2013,74.6,Gil,1.0029826720935222
2014,75.25,Gil,1.0914237513424847
2012,75.0,Victor Ibarbo,1.0574079516313457
2013,76.16666666666667,Victor Ibarbo,1.216148350283329
2014,75.8125,Victor Ibarbo,1.167959300692548
2015,78.0,Victor Ibarbo,1.4655975481650154
2016,77.0,Victor Ibarbo,1.3295343493204588
2007,76.0,Junior Caicara,1.1934711504759021
2011,76.0,Junior Caicara,1.1934711504759021
2012,76.0,Junior Caicara,1.1934711504759021
2015,75.75,Junior Caicara,1.1594553507647631
2016,75.0,Junior Caicara,1.0574079516313457
2010,76.0,Bruno Cesar,1.1934711504759021
2011,76.5,Bruno Cesar,1.2615027498981806
2012,78.5,Bruno Cesar,1.5336291475872936
2013,77.0,Bruno Cesar,1.3295343493204588
2014,77.0,Bruno Cesar,1.3295343493204588
2016,76.0,Bruno Cesar,1.1934711504759021
2014,74.9,Manolo Gabbiadini,1.0438016317468908
2015,77.0,Manolo Gabbiadini,1.3295343493204588
2016,78.0,Manolo Gabbiadini,1.4655975481650154
2015,77.0,Andreu Fontas,1.3295343493204588
2016,77.0,Andreu Fontas,1.3295343493204588
2011,76.5,Thiago Alcantara,1.2615027498981806
2012,79.0,Thiago Alcantara,1.601660747009572
2013,79.42857142857143,Thiago Alcantara,1.6599735465143821
2014,80.3,Thiago Alcantara,1.778542905507495
2015,82.0,Thiago Alcantara,2.0098503435432415
2016,74.66666666666667,Danny Drinkwater,1.0120535520164942
2016,75.0,Marc Muniesa,1.0574079516313457
2013,75.75,Xandao,1.1594553507647631
2014,75.0,Xandao,1.0574079516313457
2015,77.0,Xandao,1.3295343493204588
2016,77.0,Xandao,1.3295343493204588
2015,75.75,Lucas Alfonso Orban,1.1594553507647631
2016,77.0,Lucas Alfonso Orban,1.3295343493204588
2016,75.0,Pontus Jansson,1.0574079516313457
2011,79.0,Nicolas Otamendi,1.601660747009572
2012,79.0,Nicolas Otamendi,1.601660747009572
2013,80.0,Nicolas Otamendi,1.7377239458541285
2014,80.0,Nicolas Otamendi,1.7377239458541285
2015,82.8,Nicolas Otamendi,2.1187009026188868
2016,84.0,Nicolas Otamendi,2.281976741232355
2013,76.5,Iago Aspas,1.2615027498981806
2014,76.0,Iago Aspas,1.1934711504759021
2015,77.14285714285714,Iago Aspas,1.3489719491553949
2016,78.0,Iago Aspas,1.4655975481650154
2012,76.5,Erik Lamela,1.2615027498981806
2013,81.125,Erik Lamela,1.8907950445542547
2014,79.14285714285714,Erik Lamela,1.6210983468445082
2015,78.83333333333333,Erik Lamela,1.5789835472021452
2016,80.0,Erik Lamela,1.7377239458541285
2013,75.8,Fernando,1.1662585107069905
2014,76.0,Fernando,1.1934711504759021
2015,76.0,Fernando,1.1934711504759021
2016,77.0,Fernando,1.3295343493204588
2011,75.0,Neto,1.0574079516313457
2014,76.33333333333333,Neto,1.2388255500907537
2015,77.875,Neto,1.4485896483094458
2016,79.0,Neto,1.601660747009572
2012,78.0,Xherdan Shaqiri,1.4655975481650154
2013,79.33333333333333,Xherdan Shaqiri,1.6470151466244236
2014,80.0,Xherdan Shaqiri,1.7377239458541285
2015,80.0,Xherdan Shaqiri,1.7377239458541285
2016,80.0,Xherdan Shaqiri,1.7377239458541285
2013,74.875,Steven Caulker,1.040400051775776
2014,75.5,Steven Caulker,1.125439551053624
2015,76.0,Steven Caulker,1.1934711504759021
2016,76.0,Steven Caulker,1.1934711504759021
2014,76.28571428571429,Jan Oblak,1.2323463501457763
2015,81.0,Jan Oblak,1.8737871446986851
2016,82.0,Jan Oblak,2.0098503435432415
2014,74.77777777777777,Izet Hajrovic,1.0271716852214434
2015,77.5,Gabriel Paulista,1.3975659487427372
2016,78.0,Gabriel Paulista,1.4655975481650154
2011,81.0,Mario Goetze,1.8737871446986851
2012,84.0,Mario Goetze,2.281976741232355
2013,85.0,Mario Goetze,2.4180399400769113
2014,85.33333333333333,Mario Goetze,2.463394339691763
2015,85.375,Mario Goetze,2.46906363964362
2016,84.0,Mario Goetze,2.281976741232355
2015,75.75,Daniel Ginczek,1.1594553507647631
2016,77.0,Daniel Ginczek,1.3295343493204588
2014,76.0,Vlad Chiriches,1.1934711504759021
2015,76.4,Vlad Chiriches,1.2478964300137256
2016,76.25,Vlad Chiriches,1.2274869501870413
2015,75.75,Ermin Bicakcic,1.1594553507647631
2016,76.0,Ermin Bicakcic,1.1934711504759021
2016,75.0,Felix Wiedwald,1.0574079516313457
2016,76.25,Sime Vrsaljko,1.2274869501870413
2013,75.2,Timm Klose,1.0846205914002574
2015,75.5,Timm Klose,1.125439551053624
2016,76.75,Timm Klose,1.2955185496093196
2013,77.0,Filip Djuricic,1.3295343493204588
2014,75.16666666666667,Filip Djuricic,1.0800851514387724
2015,75.0,Filip Djuricic,1.0574079516313457
2016,75.0,Filip Djuricic,1.0574079516313457
2014,75.42857142857143,Romulo,1.115720751136156
2015,76.0,Romulo,1.1934711504759021
2015,74.85714285714286,Nemanja Gudelj,1.0379703517964096
2016,77.0,Nemanja Gudelj,1.3295343493204588
2015,75.0,Davy Proepper,1.0574079516313457
2016,76.5,Davy Proepper,1.2615027498981806
2011,75.5,Oliver Baumann,1.125439551053624
2012,77.0,Oliver Baumann,1.3295343493204588
2013,78.0,Oliver Baumann,1.4655975481650154
2014,78.0,Oliver Baumann,1.4655975481650154
2015,78.0,Oliver Baumann,1.4655975481650154
2016,78.0,Oliver Baumann,1.4655975481650154
2015,74.7,Tolgay Arslan,1.0165889919779791
2016,75.0,Tolgay Arslan,1.0574079516313457
2016,74.8,Christian Clemens,1.0301953118624338
2011,77.5,Andre Schuerrle,1.3975659487427372
2012,79.0,Andre Schuerrle,1.601660747009572
2013,79.66666666666667,Andre Schuerrle,1.692369546239277
2014,80.4,Andre Schuerrle,1.792149225391952
2015,80.0,Andre Schuerrle,1.7377239458541285
2016,79.0,Andre Schuerrle,1.601660747009572
2011,76.0,Ilkay Guendogan,1.1934711504759021
2012,78.0,Ilkay Guendogan,1.4655975481650154
2013,82.2,Ilkay Guendogan,2.0370629833121536
2014,83.25,Ilkay Guendogan,2.1799293420989376
2015,82.72727272727273,Ilkay Guendogan,2.1088053972483745
2016,83.5,Ilkay Guendogan,2.2139451418100764
2013,75.36363636363636,Stefan Savic,1.106885478483911
2014,78.5,Stefan Savic,1.5336291475872936
2015,79.5,Stefan Savic,1.6696923464318503
2013,75.5,Ludovic Lamine Sane,1.125439551053624
2014,75.0,Ludovic Lamine Sane,1.0574079516313457
2015,78.25,Ludovic Lamine Sane,1.4996133478761546
2016,78.0,Ludovic Lamine Sane,1.4655975481650154
2014,76.0,Idrissa Gana Gueye,1.1934711504759021
2015,75.25,Idrissa Gana Gueye,1.0914237513424847
2016,75.0,Idrissa Gana Gueye,1.0574079516313457
2012,80.5,Younes Belhanda,1.805755545276407
2013,78.0,Younes Belhanda,1.4655975481650154
2016,78.0,Younes Belhanda,1.4655975481650154
2010,75.0,Dany Nounkeu,1.0574079516313457
2011,75.0,Dany Nounkeu,1.0574079516313457
2012,75.0,Dany Nounkeu,1.0574079516313457
2013,75.55555555555556,Dany Nounkeu,1.1329986176560995
2011,77.0,Iker Muniain,1.3295343493204588
2012,80.0,Iker Muniain,1.7377239458541285
2013,77.14285714285714,Iker Muniain,1.3489719491553949
2014,79.0,Iker Muniain,1.601660747009572
2015,79.66666666666667,Iker Muniain,1.692369546239277
2016,80.0,Iker Muniain,1.7377239458541285
2014,75.83333333333333,Thomas Heurtaux,1.1707939506684755
2015,77.0,Thomas Heurtaux,1.3295343493204588
2016,77.25,Thomas Heurtaux,1.363550149031598
2014,77.08333333333333,Yacine Brahimi,1.340872949224171
2015,80.27272727272727,Yacine Brahimi,1.7748320909935522
2016,82.0,Yacine Brahimi,2.0098503435432415
2012,77.0,Romain Hamouma,1.3295343493204588
2013,77.375,Romain Hamouma,1.3805580488871676
2014,78.0,Romain Hamouma,1.4655975481650154
2015,78.33333333333333,Romain Hamouma,1.510951947779867
2016,78.0,Romain Hamouma,1.4655975481650154
2016,76.0,Matz Sels,1.1934711504759021
2011,76.0,Romelu Lukaku,1.1934711504759021
2013,77.44444444444444,Romelu Lukaku,1.3900068821402616
2014,80.0,Romelu Lukaku,1.7377239458541285
2015,79.91666666666667,Romelu Lukaku,1.7263853459504162
2016,82.0,Romelu Lukaku,2.0098503435432415
2013,75.5,Oscar de Marcos,1.125439551053624
2014,77.625,Oscar de Marcos,1.4145738485983066
2015,80.0,Oscar de Marcos,1.7377239458541285
2016,80.0,Oscar de Marcos,1.7377239458541285
2013,75.16666666666667,Mattia Perin,1.0800851514387724
2014,77.0,Mattia Perin,1.3295343493204588
2015,79.5,Mattia Perin,1.6696923464318503
2016,81.0,Mattia Perin,1.8737871446986851
2014,74.66666666666667,Francesco Bardi,1.0120535520164942
2012,76.0,Marco Andreolli,1.1934711504759021
2013,76.2,Marco Andreolli,1.220683790244814
2015,76.0,Marco Andreolli,1.1934711504759021
2016,76.0,Roberto Soriano,1.1934711504759021
2011,77.5,Mikel San Jose,1.3975659487427372
2012,76.5,Mikel San Jose,1.2615027498981806
2013,76.25,Mikel San Jose,1.2274869501870413
2014,77.33333333333333,Mikel San Jose,1.3748887489353103
2015,78.71428571428571,Mikel San Jose,1.5627855473396979
2016,80.0,Mikel San Jose,1.7377239458541285
2015,76.28571428571429,Lisandro Lopez,1.2323463501457763
2016,78.0,Lisandro Lopez,1.4655975481650154
2012,76.5,Matias Ezequiel Schelotto,1.2615027498981806
2011,80.0,David De Gea,1.7377239458541285
2012,79.0,David De Gea,1.601660747009572
2013,81.16666666666667,David De Gea,1.8964643445061118
2014,83.0,David De Gea,2.1459135423877984
2015,85.5,David De Gea,2.4860715394991897
2016,86.33333333333333,David De Gea,2.5994575385363197
2011,76.5,Victor Ruiz,1.2615027498981806
2012,78.5,Victor Ruiz,1.5336291475872936
2013,77.0,Victor Ruiz,1.3295343493204588
2014,78.0,Victor Ruiz,1.4655975481650154
2015,79.25,Victor Ruiz,1.635676546720711
2016,80.0,Victor Ruiz,1.7377239458541285
2011,77.5,Maxime Gonalons,1.3975659487427372
2012,77.5,Maxime Gonalons,1.3975659487427372
2013,78.5,Maxime Gonalons,1.5336291475872936
2014,79.5,Maxime Gonalons,1.6696923464318503
2015,80.875,Maxime Gonalons,1.8567792448431155
2016,80.0,Maxime Gonalons,1.7377239458541285
2013,76.57142857142857,Clement Grenier,1.2712215498156485
2014,77.44444444444444,Clement Grenier,1.3900068821402616
2015,77.54545454545455,Clement Grenier,1.403750639599308
2016,76.66666666666667,Clement Grenier,1.2841799497056072
2015,79.0,Mario Gaspar,1.601660747009572
2016,79.5,Mario Gaspar,1.6696923464318503
2013,75.0,Victor Perez,1.0574079516313457
2014,76.5,Tito,1.2615027498981806
2015,77.0,Tito,1.3295343493204588
2016,77.0,Tito,1.3295343493204588
2014,75.0,Hugo Mallo,1.0574079516313457
2015,78.0,Hugo Mallo,1.4655975481650154
2016,78.0,Hugo Mallo,1.4655975481650154
2015,75.5,Pape Ndiaye Souare,1.125439551053624
2016,75.33333333333333,Pape Ndiaye Souare,1.1027623512461973
2016,75.0,Andy Delort,1.0574079516313457
2012,79.5,Emmanuel Emenike,1.6696923464318503
2013,80.0,Emmanuel Emenike,1.7377239458541285
2014,79.16666666666667,Emmanuel Emenike,1.6243379468169987
2015,77.11111111111111,Emmanuel Emenike,1.34465248252541
2016,75.2,Emmanuel Emenike,1.0846205914002574
2016,75.0,Tono,1.0574079516313457
2011,75.0,Antoine Griezmann,1.0574079516313457
2012,76.5,Antoine Griezmann,1.2615027498981806
2013,78.0,Antoine Griezmann,1.4655975481650154
2014,81.85714285714286,Antoine Griezmann,1.9904127437083057
2015,82.63636363636364,Antoine Griezmann,2.096436015535233
2016,84.0,Antoine Griezmann,2.281976741232355
2013,79.2,Koke,1.6288733867784837
2014,81.71428571428571,Koke,1.9709751438733676
2015,82.75,Koke,2.111897742676659
2016,83.0,Koke,2.1459135423877984
2011,75.0,Philippe Coutinho,1.0574079516313457
2012,76.0,Philippe Coutinho,1.1934711504759021
2013,78.0,Philippe Coutinho,1.4655975481650154
2014,80.71428571428571,Philippe Coutinho,1.834911945028811
2015,81.88888888888889,Philippe Coutinho,1.9947322103382905
2016,84.0,Philippe Coutinho,2.281976741232355
2012,79.5,Marc-Andre ter Stegen,1.6696923464318503
2013,80.16666666666667,Marc-Andre ter Stegen,1.7604011456615554
2014,81.6,Marc-Andre ter Stegen,1.9554250640054183
2015,82.0,Marc-Andre ter Stegen,2.0098503435432415
2016,82.0,Marc-Andre ter Stegen,2.0098503435432415
2015,74.8,Khouma Babacar,1.0301953118624338
2016,75.0,Khouma Babacar,1.0574079516313457
2015,77.0,Jeffrey Bruma,1.3295343493204588
2016,77.33333333333333,Jeffrey Bruma,1.3748887489353103
2012,76.0,Fabio Borini,1.1934711504759021
2013,75.0,Fabio Borini,1.0574079516313457
2015,75.33333333333333,Fabio Borini,1.1027623512461973
2016,75.5,Fabio Borini,1.125439551053624
2014,74.75,Shkodran Mustafi,1.0233921519202065
2015,81.0,Shkodran Mustafi,1.8737871446986851
2016,76.0,Javi Lopez,1.1934711504759021
2014,76.33333333333333,Kevin Kampl,1.2388255500907537
2015,77.0,Kevin Kampl,1.3295343493204588
2016,78.66666666666667,Kevin Kampl,1.5563063473947205
2012,75.0,Magnus Wolff Eikrem,1.0574079516313457
2015,76.33333333333333,Mathew Ryan,1.2388255500907537
2011,76.0,Ze Eduardo,1.1934711504759021
2015,74.8,Luis Pedro Cavanda,1.0301953118624338
2013,75.0,Jardel,1.0574079516313457
2014,75.28571428571429,Jardel,1.09628315130122
2015,77.5,Jardel,1.3975659487427372
2016,80.0,Jardel,1.7377239458541285
2015,75.0,Ismaily,1.0574079516313457
2016,75.75,Ismaily,1.1594553507647631
2014,74.66666666666667,Jose Raul Baena,1.0120535520164942
2015,78.0,Jose Raul Baena,1.4655975481650154
2016,78.0,Jose Raul Baena,1.4655975481650154
2011,76.0,Phil Jones,1.1934711504759021
2012,78.0,Phil Jones,1.4655975481650154
2013,78.125,Phil Jones,1.482605448020585
2014,79.33333333333333,Phil Jones,1.6470151466244236
2015,79.0,Phil Jones,1.601660747009572
2016,80.0,Phil Jones,1.7377239458541285
2012,75.0,Pizzi,1.0574079516313457
2014,76.0,Pizzi,1.1934711504759021
2015,77.22222222222223,Pizzi,1.359770615730361
2016,78.25,Pizzi,1.4996133478761546
2015,76.5,Giannelli Imbula Wanga,1.2615027498981806
2016,77.5,Giannelli Imbula Wanga,1.3975659487427372
2015,74.6,Kamohelo Mokotjo,1.0029826720935222
2015,76.25,Faouzi Ghoulam,1.2274869501870413
2016,78.0,Faouzi Ghoulam,1.4655975481650154
2007,75.0,Alejandro Martinuccio,1.0574079516313457
2011,75.0,Alejandro Martinuccio,1.0574079516313457
2015,76.57142857142857,Charlie Austin,1.2712215498156485
2016,77.0,Charlie Austin,1.3295343493204588
2014,74.75,Ioannis Fetfatzidis,1.0233921519202065
2015,75.0,Ioannis Fetfatzidis,1.0574079516313457
2016,75.33333333333333,Ioannis Fetfatzidis,1.1027623512461973
2016,75.5,Adrien Regattin,1.125439551053624
2015,75.5,Florentin Pogba,1.125439551053624
2013,76.0,Daniel Caligiuri,1.1934711504759021
2014,75.5,Daniel Caligiuri,1.125439551053624
2015,77.0,Daniel Caligiuri,1.3295343493204588
2016,78.0,Daniel Caligiuri,1.4655975481650154
