player_name,age,position,fee,fee_cleaned,year,club_name,club_involved_name,transfer_movement
Julian Dicks,25.0,Left-Back,£1.35m,1.35,1993,West Ham United,Liverpool,in
Julian Dicks,25.0,Left-Back,£1.35m,1.35,1993,Liverpool FC,West Ham,out
Julian Dicks,25.0,Left-Back,£2.03m,2.03,1993,West Ham United,Liverpool,out
Julian Dicks,25.0,Left-Back,£2.03m,2.03,1993,Liverpool FC,West Ham,in
Julian Draxler,21.0,Attacking Midfield,£38.70m,38.7,2015,VfL Wolfsburg,FC Schalke 04,in
Julian Draxler,21.0,Attacking Midfield,£38.70m,38.7,2015,FC Schalke 04,VfL Wolfsburg,out
Julian Draxler,23.0,Attacking Midfield,£32.40m,32.4,2016,Paris Saint-Germain,VfL Wolfsburg,in
Julian Draxler,23.0,Attacking Midfield,£32.40m,32.4,2016,VfL Wolfsburg,Paris SG,out
Julian Schieber,21.0,Centre-Forward,Loan fee:£450Th.,0.45,2010,VfB Stuttgart,1.FC Nuremberg,out
Julian Schieber,21.0,Centre-Forward,Loan fee:£450Th.,0.45,2010,1.FC Nuremberg,VfB Stuttgart,in
Julian Schieber,22.0,Centre-Forward,"End of loanJun 30, 2011",0.0,2011,1.FC Nuremberg,VfB Stuttgart,out
Julian Schieber,22.0,Centre-Forward,"End of loanJun 30, 2011",0.0,2011,VfB Stuttgart,1.FC Nuremberg,in
Julian Schieber,23.0,Centre-Forward,£4.95m,4.95,2012,Borussia Dortmund,VfB Stuttgart,in
Julian Schieber,23.0,Centre-Forward,£4.95m,4.95,2012,VfB Stuttgart,Bor. Dortmund,out
Julian Schieber,25.0,Centre-Forward,£2.25m,2.25,2014,Borussia Dortmund,Hertha BSC,out
Julian Schieber,25.0,Centre-Forward,£2.25m,2.25,2014,Hertha BSC,Bor. Dortmund,in
Julian Schieber,29.0,Centre-Forward,Free transfer,0.0,2018,Hertha BSC,FC Augsburg,out
Julian Schieber,29.0,Centre-Forward,Free transfer,0.0,2018,FC Augsburg,Hertha BSC,in
Juliano Belletti,28.0,Right-Back,£5.40m,5.4,2004,Villarreal CF,FC Barcelona,out
Juliano Belletti,28.0,Right-Back,£5.40m,5.4,2004,FC Barcelona,Villarreal,in
Juliano Belletti,31.0,Right-Back,£4.95m,4.95,2007,Chelsea FC,FC Barcelona,in
Juliano Belletti,31.0,Right-Back,£4.95m,4.95,2007,FC Barcelona,Chelsea,out
Julio Cruz,25.0,Centre-Forward,£7.38m,7.38,2000,Feyenoord Rotterdam,Bologna,out
Julio Cruz,25.0,Centre-Forward,£7.38m,7.38,2000,Bologna FC 1909,Feyenoord,in
Julio Cruz,28.0,Centre-Forward,£8.55m,8.55,2003,FC Internazionale,Bologna,in
Julio Cruz,28.0,Centre-Forward,£8.55m,8.55,2003,Bologna FC 1909,Inter,out
Julio Cruz,34.0,Centre-Forward,Free transfer,0.0,2009,FC Internazionale,Lazio,out
Julio Cruz,34.0,Centre-Forward,Free transfer,0.0,2009,SS Lazio,Inter,in
Juninho Paulista,26.0,Attacking Midfield,Loan,0.0,1999,Middlesbrough FC,Atlético Madrid,in
Juninho Paulista,26.0,Attacking Midfield,Loan,0.0,1999,Atlético Madrid,Middlesbrough,out
Juninho Paulista,29.0,Attacking Midfield,£6.21m,6.21,2002,Middlesbrough FC,Atlético Madrid,in
Juninho Paulista,29.0,Attacking Midfield,£6.21m,6.21,2002,Atlético Madrid,Middlesbrough,out
Junior Tallo,19.0,Centre-Forward,£1.09m,1.09,2012,AS Roma,Chievo Verona,in
Junior Tallo,19.0,Centre-Forward,£1.09m,1.09,2012,Chievo Verona,AS Roma,out
Junior Tallo,20.0,Centre-Forward,Loan,0.0,2013,AC Ajaccio,AS Roma,in
Junior Tallo,20.0,Centre-Forward,Loan,0.0,2013,AS Roma,AC Ajaccio,out
Junior Tallo,21.0,Centre-Forward,Loan,0.0,2014,SC Bastia,AS Roma,in
Junior Tallo,21.0,Centre-Forward,Loan,0.0,2014,AS Roma,SC Bastia,out
Junior Tallo,22.0,Centre-Forward,£900Th.,0.9,2015,LOSC Lille,AS Roma,in
Junior Tallo,22.0,Centre-Forward,£900Th.,0.9,2015,AS Roma,LOSC Lille,out
Junior Tallo,24.0,Centre-Forward,-,0.0,2017,LOSC Lille,Without Club,out
Junior Tallo,24.0,Centre-Forward,-,0.0,2017,Vitória Guimarães SC,Without Club,in
Junior Tallo,24.0,Centre-Forward,"End of loanJun 30, 2017",0.0,2017,Amiens SC,LOSC Lille,out
Junior Tallo,24.0,Centre-Forward,"End of loanJun 30, 2017",0.0,2017,LOSC Lille,Amiens SC,in
Juraj Kucka,28.0,Central Midfield,£3.60m,3.6,2015,Genoa CFC,AC Milan,out
Juraj Kucka,28.0,Central Midfield,£3.60m,3.6,2015,AC Milan,Genoa,in
Juris Laizans,26.0,Defensive Midfield,"End of loanDec 1, 2005",0.0,2005,CSKA Moscow,Torpedo Moscow,in
Juris Laizans,26.0,Defensive Midfield,"End of loanDec 1, 2005",0.0,2005,Torpedo Moscow,CSKA Moscow,out
Juris Laizans,26.0,Defensive Midfield,Loan,0.0,2005,CSKA Moscow,Torpedo Moscow,out
Juris Laizans,26.0,Defensive Midfield,Loan,0.0,2005,CSKA Moscow,Rostov,out
Juris Laizans,26.0,Defensive Midfield,Loan,0.0,2005,Torpedo Moscow,CSKA Moscow,in
Juris Laizans,26.0,Defensive Midfield,Loan,0.0,2005,FK Rostov,CSKA Moscow,in
Juris Laizans,27.0,Defensive Midfield,"End of loanDec 1, 2006",0.0,2006,CSKA Moscow,Rostov,in
Juris Laizans,27.0,Defensive Midfield,"End of loanDec 1, 2006",0.0,2006,FK Rostov,CSKA Moscow,out
Juris Laizans,27.0,Defensive Midfield,£405k,0.405,2006,Kuban Krasnodar,CSKA Moscow,in
Juris Laizans,27.0,Defensive Midfield,£405k,0.405,2006,CSKA Moscow,Kuban Krasnodar,out
Jérémie Bréchet,24.0,Centre-Back,£1.35m,1.35,2004,FC Internazionale,Real Sociedad,out
Jérémie Bréchet,24.0,Centre-Back,£1.35m,1.35,2004,Real Sociedad,Inter,in
Jérémie Bréchet,24.0,Centre-Back,£2.70m,2.7,2003,Olympique Lyon,Inter,out
Jérémie Bréchet,24.0,Centre-Back,£2.70m,2.7,2003,FC Internazionale,Olympique Lyon,in
Jérémie Bréchet,28.0,Centre-Back,Free transfer,0.0,2008,PSV Eindhoven,FC Sochaux,in
Jérémie Bréchet,28.0,Centre-Back,Free transfer,0.0,2008,FC Sochaux-Montbéliard,PSV Eindhoven,out
Jérémie Bréchet,29.0,Centre-Back,£900Th.,0.9,2009,PSV Eindhoven,FC Sochaux,out
Jérémie Bréchet,29.0,Centre-Back,£900Th.,0.9,2009,FC Sochaux-Montbéliard,PSV Eindhoven,in
Jérémie Bréchet,32.0,Centre-Back,Free transfer,0.0,2012,ES Troyes AC,FC Sochaux,in
Jérémie Bréchet,32.0,Centre-Back,Free transfer,0.0,2012,FC Sochaux-Montbéliard,Troyes,out
Jérémy Berthod,23.0,Left-Back,£2.16m,2.16,2007,Olympique Lyon,Monaco,out
Jérémy Berthod,23.0,Left-Back,£2.16m,2.16,2007,AS Monaco,Olympique Lyon,in
Jérémy Berthod,24.0,Left-Back,£900Th.,0.9,2008,AJ Auxerre,Monaco,in
Jérémy Berthod,24.0,Left-Back,£900Th.,0.9,2008,AS Monaco,AJ Auxerre,out
Jérémy Clément,26.0,Defensive Midfield,£1.62m,1.62,2011,Paris Saint-Germain,Saint-Étienne,out
Jérémy Clément,26.0,Defensive Midfield,£1.62m,1.62,2011,AS Saint-Étienne,Paris SG,in
Jérémy Mathieu,21.0,Centre-Back,£4.50m,4.5,2005,FC Sochaux-Montbéliard,Toulouse,out
Jérémy Mathieu,21.0,Centre-Back,£4.50m,4.5,2005,FC Toulouse,FC Sochaux,in
Jérémy Mathieu,25.0,Centre-Back,Free transfer,0.0,2009,FC Toulouse,Valencia,out
Jérémy Mathieu,25.0,Centre-Back,Free transfer,0.0,2009,Valencia CF,Toulouse,in
Jérémy Mathieu,30.0,Centre-Back,£18.00m,18.0,2014,FC Barcelona,Valencia,in
Jérémy Mathieu,30.0,Centre-Back,£18.00m,18.0,2014,Valencia CF,FC Barcelona,out
Jérémy Mathieu,33.0,Centre-Back,Free transfer,0.0,2017,Sporting CP,FC Barcelona,in
Jérémy Mathieu,33.0,Centre-Back,Free transfer,0.0,2017,FC Barcelona,Sporting CP,out
Jérémy Ménez,19.0,Right Winger,£3.15m,3.15,2006,AS Monaco,FC Sochaux,in
Jérémy Ménez,19.0,Right Winger,£3.15m,3.15,2006,FC Sochaux-Montbéliard,Monaco,out
Jérémy Ménez,21.0,Right Winger,£10.80m,10.8,2008,AS Monaco,AS Roma,out
Jérémy Ménez,21.0,Right Winger,£10.80m,10.8,2008,AS Roma,Monaco,in
Jérémy Ménez,24.0,Right Winger,£7.20m,7.2,2011,Paris Saint-Germain,AS Roma,in
Jérémy Ménez,24.0,Right Winger,£7.20m,7.2,2011,AS Roma,Paris SG,out
Jérémy Ménez,27.0,Right Winger,Free transfer,0.0,2014,Paris Saint-Germain,AC Milan,out
Jérémy Ménez,27.0,Right Winger,Free transfer,0.0,2014,AC Milan,Paris SG,in
Jérémy Ménez,29.0,Right Winger,£2.57m,2.57,2016,FC Girondins Bordeaux,AC Milan,in
Jérémy Ménez,29.0,Right Winger,£2.57m,2.57,2016,AC Milan,G. Bordeaux,out
Jérémy Toulalan,22.0,Defensive Midfield,£6.30m,6.3,2006,Olympique Lyon,FC Nantes,in
Jérémy Toulalan,22.0,Defensive Midfield,£6.30m,6.3,2006,FC Nantes,Olympique Lyon,out
Jérémy Toulalan,27.0,Defensive Midfield,£9.90m,9.9,2011,Olympique Lyon,Málaga CF,out
Jérémy Toulalan,27.0,Defensive Midfield,£9.90m,9.9,2011,Málaga CF,Olympique Lyon,in
Jérémy Toulalan,29.0,Defensive Midfield,£4.50m,4.5,2013,AS Monaco,Málaga CF,in
Jérémy Toulalan,29.0,Defensive Midfield,£4.50m,4.5,2013,Málaga CF,Monaco,out
Jérémy Toulalan,32.0,Defensive Midfield,Free transfer,0.0,2016,AS Monaco,G. Bordeaux,out
Jérémy Toulalan,32.0,Defensive Midfield,Free transfer,0.0,2016,FC Girondins Bordeaux,Monaco,in
Jérôme Boateng,18.0,Centre-Back,£990Th.,0.99,2007,Hamburger SV,Hertha BSC,in
Jérôme Boateng,18.0,Centre-Back,£990Th.,0.99,2007,Hertha BSC,Hamburger SV,out
Jérôme Boateng,21.0,Centre-Back,£11.25m,11.25,2010,Manchester City,Hamburger SV,in
Jérôme Boateng,21.0,Centre-Back,£11.25m,11.25,2010,Hamburger SV,Man City,out
Jérôme Boateng,22.0,Centre-Back,£12.15m,12.15,2011,Manchester City,Bayern Munich,out
Jérôme Boateng,22.0,Centre-Back,£12.15m,12.15,2011,Bayern Munich,Man City,in
Jérôme Gondorf,30.0,Central Midfield,£1.17m,1.17,2018,SV Werder Bremen,SC Freiburg,out
Jérôme Gondorf,30.0,Central Midfield,£1.17m,1.17,2018,SC Freiburg,Werder Bremen,in
Jérôme Rothen,23.0,Left Midfield,£4.05m,4.05,2001,ES Troyes AC,Monaco,out
Jérôme Rothen,23.0,Left Midfield,£4.05m,4.05,2001,AS Monaco,Troyes,in
Jérôme Rothen,26.0,Left Midfield,£9.00m,9.0,2004,Paris Saint-Germain,Monaco,in
Jérôme Rothen,26.0,Left Midfield,£9.00m,9.0,2004,AS Monaco,Paris SG,out
Jörg Böhme,30.0,Left Midfield,Free transfer,0.0,2004,FC Schalke 04,Bor. M'gladbach,out
Jörg Böhme,30.0,Left Midfield,Free transfer,0.0,2004,Borussia Mönchengladbach,FC Schalke 04,in
Jörg Böhme,32.0,Left Midfield,Free transfer,0.0,2006,Borussia Mönchengladbach,Arm. Bielefeld,out
Jörg Böhme,32.0,Left Midfield,Free transfer,0.0,2006,Arminia Bielefeld,Bor. M'gladbach,in
Jörg Heinrich,26.0,Left-Back,£1.08m,1.08,1995,SC Freiburg,Bor. Dortmund,out
Jörg Heinrich,26.0,Left-Back,£1.08m,1.08,1995,Borussia Dortmund,SC Freiburg,in
Jörg Heinrich,28.0,Left-Back,£11.34m,11.34,1998,Borussia Dortmund,Fiorentina,out
Jörg Heinrich,28.0,Left-Back,£11.34m,11.34,1998,AC Fiorentina,Bor. Dortmund,in
Jörg Heinrich,30.0,Left-Back,£3.69m,3.69,2000,Borussia Dortmund,Fiorentina,in
Jörg Heinrich,30.0,Left-Back,£3.69m,3.69,2000,AC Fiorentina,Bor. Dortmund,out
Jörg Heinrich,33.0,Left-Back,Free transfer,0.0,2003,Borussia Dortmund,1. FC Köln,out
Jörg Heinrich,33.0,Left-Back,Free transfer,0.0,2003,1. FC Köln,Bor. Dortmund,in
Jörn Andersen,30.0,Centre-Forward,£225Th.,0.225,1993,Hamburger SV,E. Frankfurt,in
Jörn Andersen,30.0,Centre-Forward,£225Th.,0.225,1993,Eintracht Frankfurt,Hamburger SV,out
Jörn Andersen,31.0,Centre-Forward,£225Th.,0.225,1994,Hamburger SV,Dynamo Dresden,out
Jörn Andersen,31.0,Centre-Forward,£225Th.,0.225,1994,SG Dynamo Dresden,Hamburger SV,in
Júlio Baptista,23.0,Attacking Midfield,£18.00m,18.0,2005,Real Madrid,Sevilla FC,in
Júlio Baptista,23.0,Attacking Midfield,£18.00m,18.0,2005,Sevilla FC,Real Madrid,out
Júlio Baptista,24.0,Attacking Midfield,Loan,0.0,2006,Arsenal FC,Real Madrid,in
Júlio Baptista,24.0,Attacking Midfield,Loan,0.0,2006,Real Madrid,Arsenal,out
Júlio Baptista,25.0,Attacking Midfield,"End of loanJun 30, 2007",0.0,2007,Arsenal FC,Real Madrid,out
Júlio Baptista,25.0,Attacking Midfield,"End of loanJun 30, 2007",0.0,2007,Real Madrid,Arsenal,in
Júlio Baptista,26.0,Attacking Midfield,£9.00m,9.0,2008,AS Roma,Real Madrid,in
Júlio Baptista,26.0,Attacking Midfield,£9.00m,9.0,2008,Real Madrid,AS Roma,out
Júlio Baptista,29.0,Attacking Midfield,£2.25m,2.25,2010,AS Roma,Málaga CF,out
Júlio Baptista,29.0,Attacking Midfield,£2.25m,2.25,2010,Málaga CF,AS Roma,in
Júlio César,20.0,Centre-Back,Free transfer,0.0,1999,Real Madrid,Real Valladolid,in
Júlio César,20.0,Centre-Back,Free transfer,0.0,1999,Real Valladolid CF,Real Madrid,out
Júlio César,21.0,Centre-Back,Loan,0.0,2000,Milan AC,Real Madrid,in
Júlio César,21.0,Centre-Back,Loan,0.0,2000,Real Madrid,Milan,out
Júlio César,22.0,Centre-Back,"End of loanJun 30, 2001",0.0,2001,Real Sociedad,Real Madrid,out
Júlio César,22.0,Centre-Back,"End of loanJun 30, 2001",0.0,2001,Real Madrid,Real Sociedad,in
Júlio César,22.0,Centre-Back,Free transfer,0.0,2001,SL Benfica,Real Madrid,in
Júlio César,22.0,Centre-Back,Free transfer,0.0,2001,Real Madrid,Benfica,out
Júlio César,22.0,Centre-Back,Loan,0.0,2000,Real Sociedad,Real Madrid,in
Júlio César,22.0,Centre-Back,Loan,0.0,2000,Real Madrid,Real Sociedad,out
Júlio César,22.0,Goalkeeper,£450Th.,0.45,2009,SL Benfica,Belenenses SAD,in
Júlio César,22.0,Goalkeeper,£450Th.,0.45,2009,Belenenses SAD,Benfica,out
Júlio César,23.0,Centre-Forward,Free transfer,0.0,2003,FC Paços de Ferreira,Sanjoanense,out
Júlio César,23.0,Centre-Forward,Free transfer,0.0,2003,CF Estrela Amadora SAD,Loko Moscow,in
Júlio César,24.0,Goalkeeper,Loan,0.0,2011,SL Benfica,Granada CF,out
Júlio César,24.0,Goalkeeper,Loan,0.0,2011,Granada CF,Benfica,in
Júlio César,25.0,Goalkeeper,Loan,0.0,2004,FC Internazionale,Chievo Verona,out
Júlio César,25.0,Goalkeeper,Loan,0.0,2004,Chievo Verona,Inter,in
Júlio César,31.0,Centre-Back,£1.13m,1.13,1994,Borussia Dortmund,Juventus,in
Júlio César,31.0,Centre-Back,£1.13m,1.13,1994,Juventus FC,Bor. Dortmund,out
Júlio César,32.0,Goalkeeper,Free transfer,0.0,2012,Queens Park Rangers,Inter,in
Júlio César,32.0,Goalkeeper,Free transfer,0.0,2012,FC Internazionale,QPR,out
Júlio César,34.0,Goalkeeper,Free transfer,0.0,2014,Queens Park Rangers,Benfica,out
Júlio César,34.0,Goalkeeper,Free transfer,0.0,2014,SL Benfica,QPR,in
Jürgen Colin,21.0,Centre-Back,Loan,0.0,2002,PSV Eindhoven,NAC Breda,out
Jürgen Colin,21.0,Centre-Back,Loan,0.0,2002,NAC Breda,PSV Eindhoven,in
Jürgen Colin,22.0,Centre-Back,"End of loanJun 30, 2003",0.0,2003,PSV Eindhoven,NAC Breda,in
Jürgen Colin,22.0,Centre-Back,"End of loanJun 30, 2003",0.0,2003,NAC Breda,PSV Eindhoven,out
Jürgen Colin,23.0,Centre-Back,Loan,0.0,2004,PSV Eindhoven,NAC Breda,out
Jürgen Colin,23.0,Centre-Back,Loan,0.0,2004,NAC Breda,PSV Eindhoven,in
Jürgen Colin,24.0,Centre-Back,"End of loanJun 30, 2005",0.0,2005,PSV Eindhoven,NAC Breda,in
Jürgen Colin,24.0,Centre-Back,"End of loanJun 30, 2005",0.0,2005,NAC Breda,PSV Eindhoven,out
Jürgen Colin,24.0,Centre-Back,£360Th.,0.36,2005,PSV Eindhoven,Norwich,out
Jürgen Colin,24.0,Centre-Back,£360Th.,0.36,2005,Norwich City,PSV Eindhoven,in
Jürgen Colin,26.0,Centre-Back,£135Th.,0.135,2007,Ajax Amsterdam,Norwich,in
Jürgen Colin,26.0,Centre-Back,£135Th.,0.135,2007,Norwich City,Ajax,out
Jürgen Colin,27.0,Centre-Back,Free transfer,0.0,2008,Ajax Amsterdam,Sporting Gijón,out
Jürgen Colin,27.0,Centre-Back,Free transfer,0.0,2008,Sporting Gijón,Ajax,in
Jürgen Colin,28.0,Centre-Back,Free transfer,0.0,2009,RKC Waalwijk,Sporting Gijón,in
Jürgen Colin,28.0,Centre-Back,Free transfer,0.0,2009,Sporting Gijón,RKC Waalwijk,out
Jürgen Klinsmann,27.0,Centre-Forward,£6.30m,6.3,1992,AS Monaco,Inter,in
Jürgen Klinsmann,27.0,Centre-Forward,£6.30m,6.3,1992,FC Internazionale,Monaco,out
Jürgen Klinsmann,29.0,Centre-Forward,£2.48m,2.48,1994,Tottenham Hotspur,Monaco,in
Jürgen Klinsmann,29.0,Centre-Forward,£2.48m,2.48,1994,AS Monaco,Spurs,out
Jürgen Klinsmann,30.0,Centre-Forward,£1.26m,1.26,1995,Tottenham Hotspur,Bayern Munich,out
Jürgen Klinsmann,30.0,Centre-Forward,£1.26m,1.26,1995,Bayern Munich,Spurs,in
Jürgen Klinsmann,32.0,Centre-Forward,Free transfer,0.0,1997,Bayern Munich,Sampdoria,out
Jürgen Klinsmann,32.0,Centre-Forward,Free transfer,0.0,1997,UC Sampdoria,Bayern Munich,in
Jürgen Klinsmann,33.0,Centre-Forward,Free transfer,0.0,1997,Tottenham Hotspur,Sampdoria,in
Jürgen Klinsmann,33.0,Centre-Forward,Free transfer,0.0,1997,UC Sampdoria,Spurs,out
Kaba Diawara,22.0,Centre-Forward,"End of loanJun 1, 1998",0.0,1998,FC Girondins Bordeaux,Stade Rennais,in
Kaba Diawara,22.0,Centre-Forward,"End of loanJun 1, 1998",0.0,1998,Stade Rennais FC,G. Bordeaux,out
Kaba Diawara,22.0,Centre-Forward,Loan,0.0,1997,FC Girondins Bordeaux,Stade Rennais,out
Kaba Diawara,22.0,Centre-Forward,Loan,0.0,1997,Stade Rennais FC,G. Bordeaux,in
Kaba Diawara,23.0,Centre-Forward,£2.70m,2.7,1998,Arsenal FC,G. Bordeaux,in
Kaba Diawara,23.0,Centre-Forward,£2.70m,2.7,1998,FC Girondins Bordeaux,Arsenal,out
Kaba Diawara,23.0,Centre-Forward,£3.15m,3.15,1999,Arsenal FC,Marseille,out
Kaba Diawara,23.0,Centre-Forward,£3.15m,3.15,1999,Olympique Marseille,Arsenal,in
Kaba Diawara,25.0,Centre-Forward,"End of loanMar 1, 2001",0.0,2000,Blackburn Rovers,Paris SG,out
Kaba Diawara,25.0,Centre-Forward,"End of loanMar 1, 2001",0.0,2000,Paris Saint-Germain,Blackburn,in
Kaba Diawara,25.0,Centre-Forward,"End of loanMay 1, 2001",0.0,2000,West Ham United,Paris SG,out
Kaba Diawara,25.0,Centre-Forward,"End of loanMay 1, 2001",0.0,2000,Paris Saint-Germain,West Ham,in
Kaba Diawara,25.0,Centre-Forward,Loan,0.0,2000,Blackburn Rovers,Paris SG,in
Kaba Diawara,25.0,Centre-Forward,Loan,0.0,2000,West Ham United,Paris SG,in
Kaba Diawara,25.0,Centre-Forward,Loan,0.0,2000,Paris Saint-Germain,West Ham,out
Kaba Diawara,25.0,Centre-Forward,Loan,0.0,2000,Paris Saint-Germain,Blackburn,out
Kaba Diawara,26.0,Centre-Forward,Loan,0.0,2002,OGC Nice,Paris SG,in
Kaba Diawara,26.0,Centre-Forward,Loan,0.0,2002,Paris Saint-Germain,OGC Nice,out
Kaba Diawara,27.0,Centre-Forward,"End of loanJun 1, 2003",0.0,2003,OGC Nice,Paris SG,out
Kaba Diawara,27.0,Centre-Forward,"End of loanJun 1, 2003",0.0,2003,Paris Saint-Germain,OGC Nice,in
Kaká,27.0,Attacking Midfield,£60.30m,60.3,2009,AC Milan,Real Madrid,out
Kaká,27.0,Attacking Midfield,£60.30m,60.3,2009,Real Madrid,AC Milan,in
Kaká,27.0,Centre-Back,£1.71m,1.71,2008,Hertha BSC,Coimbra,in
Kaká,27.0,Centre-Back,£1.71m,1.71,2008,Académica Coimbra,Hertha BSC,out
Kaká,30.0,Centre-Back,"End of loanJun 30, 2011",0.0,2011,Hertha BSC,Braga,in
Kaká,30.0,Centre-Back,"End of loanJun 30, 2011",0.0,2011,SC Braga,Hertha BSC,out
Kaká,31.0,Attacking Midfield,Free transfer,0.0,2013,AC Milan,Real Madrid,in
Kaká,31.0,Attacking Midfield,Free transfer,0.0,2013,Real Madrid,AC Milan,out
Kalifa Cissé,23.0,Centre-Back,£1.35m,1.35,2007,Reading FC,Boavista,in
Kalifa Cissé,23.0,Centre-Back,£1.35m,1.35,2007,Boavista FC,Reading,out
Kalifa Cissé,26.0,Centre-Back,£432Th.,0.43200000000000005,2010,Reading FC,Bristol City,out
Kalifa Cissé,26.0,Centre-Back,£432Th.,0.43200000000000005,2010,Bristol City,Reading,in
Kamil Agalarov,25.0,Defensive Midfield,£540Th.,0.54,2013,Anzhi Makhachkala,Rostov,out
Kamil Agalarov,25.0,Defensive Midfield,£540Th.,0.54,2013,FK Rostov,Anzhi,in
Kamil Agalarov,25.0,Defensive Midfield,£720Th.,0.72,2013,Anzhi Makhachkala,Rostov,in
Kamil Agalarov,25.0,Defensive Midfield,£720Th.,0.72,2013,FK Rostov,Anzhi,out
Kamil Glik,22.0,Centre-Back,Loan fee:£225Th.,0.225,2010,US Palermo,Bari,out
Kamil Glik,22.0,Centre-Back,Loan fee:£225Th.,0.225,2010,AS Bari,US Palermo,in
Kamil Glik,28.0,Centre-Back,£9.90m,9.9,2016,AS Monaco,Torino,in
Kamil Glik,28.0,Centre-Back,£9.90m,9.9,2016,Torino FC,Monaco,out
Kamil Glik,32.0,Centre-Back,£2.70m,2.7,2020,AS Monaco,Benevento,out
Kamil Glik,32.0,Centre-Back,£2.70m,2.7,2020,Benevento Calcio,Monaco,in
Kamil Grosicki,28.0,Left Winger,£8.10m,8.1,2016,Hull City,Stade Rennais,in
Kamil Grosicki,28.0,Left Winger,£8.10m,8.1,2016,Stade Rennais FC,Hull City,out
Kamil Grosicki,31.0,Left Winger,£855Th.,0.855,2019,West Bromwich Albion,Hull City,in
Kamil Grosicki,31.0,Left Winger,£855Th.,0.855,2019,Hull City,West Brom,out
Kamohelo Mokotjo,19.0,Defensive Midfield,"End of loanJun 30, 2010",0.0,2010,SBV Excelsior Rotterdam,Feyenoord,out
Kamohelo Mokotjo,19.0,Defensive Midfield,"End of loanJun 30, 2010",0.0,2010,Feyenoord Rotterdam,Excelsior,in
Kamohelo Mokotjo,23.0,Defensive Midfield,£1.35m,1.35,2014,Twente Enschede FC,PEC Zwolle,in
Kamohelo Mokotjo,23.0,Defensive Midfield,£1.35m,1.35,2014,PEC Zwolle,Twente FC,out
Kamohelo Mokotjo,26.0,Defensive Midfield,£900Th.,0.9,2017,Twente Enschede FC,Brentford,out
Kamohelo Mokotjo,26.0,Defensive Midfield,£900Th.,0.9,2017,Brentford FC,Twente FC,in
Karel Poborsky,26.0,Right Midfield,£2.52m,2.52,1998,Manchester United,Benfica,out
Karel Poborsky,26.0,Right Midfield,£2.52m,2.52,1998,SL Benfica,Man Utd,in
Karel Poborsky,28.0,Right Midfield,£2.03m,2.03,2000,SS Lazio,Benfica,in
Karel Poborsky,28.0,Right Midfield,£2.03m,2.03,2000,SL Benfica,Lazio,out
Karim El Ahmadi,23.0,Defensive Midfield,£4.50m,4.5,2008,Twente Enschede FC,Feyenoord,out
Karim El Ahmadi,23.0,Defensive Midfield,£4.50m,4.5,2008,Feyenoord Rotterdam,Twente FC,in
Karim El Ahmadi,27.0,Defensive Midfield,£2.52m,2.52,2012,Feyenoord Rotterdam,Aston Villa,out
Karim El Ahmadi,27.0,Defensive Midfield,£2.52m,2.52,2012,Aston Villa,Feyenoord,in
Karim El Ahmadi,29.0,Defensive Midfield,£630Th.,0.63,2014,Feyenoord Rotterdam,Aston Villa,in
Karim El Ahmadi,29.0,Defensive Midfield,£630Th.,0.63,2014,Aston Villa,Feyenoord,out
Karim Haggui,25.0,Centre-Back,Free transfer,0.0,2009,Bayer 04 Leverkusen,Hannover 96,out
Karim Haggui,25.0,Centre-Back,Free transfer,0.0,2009,Hannover 96,Bay. Leverkusen,in
Karim Haggui,29.0,Centre-Back,£900Th.,0.9,2013,Hannover 96,VfB Stuttgart,out
Karim Haggui,29.0,Centre-Back,£900Th.,0.9,2013,VfB Stuttgart,Hannover 96,in
Karim Rekik,17.0,Centre-Back,"End of loanApr 29, 2012",0.0,2011,Portsmouth FC,Man City,out
Karim Rekik,17.0,Centre-Back,"End of loanApr 29, 2012",0.0,2011,Manchester City,Portsmouth,in
Karim Rekik,17.0,Centre-Back,Loan,0.0,2011,Portsmouth FC,Man City,in
Karim Rekik,17.0,Centre-Back,Loan,0.0,2011,Manchester City,Portsmouth,out
Karim Rekik,18.0,Centre-Back,"End of loanMay 5, 2013",0.0,2012,Blackburn Rovers,Man City,out
Karim Rekik,18.0,Centre-Back,"End of loanMay 5, 2013",0.0,2012,Manchester City,Blackburn,in
Karim Rekik,18.0,Centre-Back,Loan,0.0,2012,Blackburn Rovers,Man City,in
Karim Rekik,18.0,Centre-Back,Loan,0.0,2012,Manchester City,Blackburn,out
Karim Rekik,18.0,Centre-Back,Loan,0.0,2013,PSV Eindhoven,Man City,in
Karim Rekik,18.0,Centre-Back,Loan,0.0,2013,Manchester City,PSV Eindhoven,out
Karim Rekik,20.0,Centre-Back,"End of loanJun 30, 2015",0.0,2015,PSV Eindhoven,Man City,out
Karim Rekik,20.0,Centre-Back,"End of loanJun 30, 2015",0.0,2015,Manchester City,PSV Eindhoven,in
